100000012844 | Não Existe
100000009861 | Existe
100000018200 | Existe
100000011218 | Existe
100000013820 | Existe
100000016192 | Existe
100000012891 | Existe
100000016043 | Existe
100000014715 | Existe
100000010379 | Existe
100000017603 | Existe
100000011106 | Existe
100000004480 | Existe
100000013382 | Existe
100000008495 | Existe
100000017160 | Existe
100000019451 | Existe
100000015016 | Existe
100000017820 | Existe
100000001878 | Existe
100000004992 | Existe
100000014757 | Existe
100000012159 | Existe
100000016897 | Existe
100000018201 | Existe
100000018444 | Existe
100000018149 | Existe
100000000914 | Existe
100000006498 | Existe
100000004692 | Existe
100000016234 | Existe
100000006996 | Existe
100000010593 | Existe
100000018960 | Existe
100000010924 | Existe
100000017787 | Existe
100000011314 | Existe
100000015783 | Existe
100000013135 | Existe
100000018230 | Existe
100000003055 | Existe
100000007616 | Existe
100000015977 | Existe
100000001480 | Existe
100000019941 | Existe
100000018003 | Existe
100000018705 | Existe
100000019093 | Existe
100000015482 | Existe
100000018653 | Existe
100000019650 | Existe
100000008306 | Existe
100000004596 | Existe
100000013083 | Existe
100000005021 | Existe
100000011197 | Existe
100000005939 | Existe
100000005748 | Existe
100000008419 | Existe
100000012665 | Existe
100000004734 | Existe
100000005421 | Existe
100000017788 | Existe
100000016095 | Existe
100000010652 | Existe
100000011656 | Existe
100000012601 | Existe
100000010260 | Existe
100000003132 | Existe
100000001565 | Existe
100000010358 | Existe
100000016945 | Existe
100000007934 | Existe
100000016023 | Existe
100000013109 | Existe
100000017453 | Existe
100000010245 | Existe
100000018551 | Existe
100000008887 | Existe
100000019174 | Existe
100000016526 | Existe
100000016924 | Existe
100000007908 | Existe
100000018808 | Existe
100000011587 | Existe
100000019220 | Existe
100000003348 | Existe
100000006291 | Existe
100000010241 | Existe
100000019911 | Existe
100000016623 | Existe
100000014805 | Existe
100000015175 | Existe
100000010548 | Existe
100000013729 | Existe
100000014163 | Existe
100000018526 | Existe
100000015037 | Existe
100000013027 | Existe
100000012724 | Existe
